,GeneID,Essential,Class,Complex,Phenotype,Motif,Chromosome,Function,Localization,add_numerical
3102,G235801,Non-Essential,?,RNA processing complexes,Conditional phenotypes,?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,14
3103,G235801,Non-Essential,?,RNA processing complexes,Conditional phenotypes,?,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
3104,G235801,Non-Essential,?,RNA processing complexes,Conditional phenotypes,?,14,METABOLISM,nucleus,14
3105,G235801,Non-Essential,?,RNA processing complexes,Conditional phenotypes,?,14,TRANSCRIPTION,nucleus,14
3106,G235801,Non-Essential,?,RNA processing complexes,Mating and sporulation defects,?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,14
3107,G235801,Non-Essential,?,RNA processing complexes,Mating and sporulation defects,?,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
3108,G235801,Non-Essential,?,RNA processing complexes,Mating and sporulation defects,?,14,METABOLISM,nucleus,14
3109,G235801,Non-Essential,?,RNA processing complexes,Mating and sporulation defects,?,14,TRANSCRIPTION,nucleus,14
3110,G235801,Non-Essential,?,RNA processing complexes,Sensitivity to aminoacid analogs and other drugs,?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,14
3111,G235801,Non-Essential,?,RNA processing complexes,Sensitivity to aminoacid analogs and other drugs,?,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
3112,G235801,Non-Essential,?,RNA processing complexes,Sensitivity to aminoacid analogs and other drugs,?,14,METABOLISM,nucleus,14
3113,G235801,Non-Essential,?,RNA processing complexes,Sensitivity to aminoacid analogs and other drugs,?,14,TRANSCRIPTION,nucleus,14
3114,G235801,Non-Essential,?,RNA processing complexes,Stress response defects,?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,14
3115,G235801,Non-Essential,?,RNA processing complexes,Stress response defects,?,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
3116,G235801,Non-Essential,?,RNA processing complexes,Stress response defects,?,14,METABOLISM,nucleus,14
3117,G235801,Non-Essential,?,RNA processing complexes,Stress response defects,?,14,TRANSCRIPTION,nucleus,14
3118,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,"Auxotrophies, carbon and",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,14
3119,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,"Auxotrophies, carbon and",?,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
3120,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,"Auxotrophies, carbon and",?,14,METABOLISM,nucleus,14
3121,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,"Auxotrophies, carbon and",?,14,TRANSCRIPTION,nucleus,14
3122,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,14
3123,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,?,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
3124,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,?,14,METABOLISM,nucleus,14
3125,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,?,14,TRANSCRIPTION,nucleus,14
3126,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Conditional phenotypes,?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,14
3127,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Conditional phenotypes,?,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
3128,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Conditional phenotypes,?,14,METABOLISM,nucleus,14
3129,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Conditional phenotypes,?,14,TRANSCRIPTION,nucleus,14
3130,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,14
3131,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,?,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
3132,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,?,14,METABOLISM,nucleus,14
3133,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,?,14,TRANSCRIPTION,nucleus,14
3134,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,14
3135,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,?,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
3136,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,?,14,METABOLISM,nucleus,14
3137,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,?,14,TRANSCRIPTION,nucleus,14
3138,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Stress response defects,?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,14
3139,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Stress response defects,?,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
3140,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Stress response defects,?,14,METABOLISM,nucleus,14
3141,G235801,Non-Essential,?,Transcription complexes/Transcriptosome,Stress response defects,?,14,TRANSCRIPTION,nucleus,14
3142,G235802,Non-Essential,?,Histone deacetylase complexes,Cell cycle defects,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3143,G235802,Non-Essential,?,Histone deacetylase complexes,Cell cycle defects,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3144,G235802,Non-Essential,?,Histone deacetylase complexes,Cell cycle defects,?,15,METABOLISM,nucleus,15
3145,G235802,Non-Essential,?,Histone deacetylase complexes,Cell cycle defects,?,15,TRANSCRIPTION,nucleus,15
3146,G235802,Non-Essential,?,Histone deacetylase complexes,Mating and sporulation defects,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3147,G235802,Non-Essential,?,Histone deacetylase complexes,Mating and sporulation defects,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3148,G235802,Non-Essential,?,Histone deacetylase complexes,Mating and sporulation defects,?,15,METABOLISM,nucleus,15
3149,G235802,Non-Essential,?,Histone deacetylase complexes,Mating and sporulation defects,?,15,TRANSCRIPTION,nucleus,15
3150,G235802,Non-Essential,?,Histone deacetylase complexes,Nucleic acid metabolism defects,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3151,G235802,Non-Essential,?,Histone deacetylase complexes,Nucleic acid metabolism defects,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3152,G235802,Non-Essential,?,Histone deacetylase complexes,Nucleic acid metabolism defects,?,15,METABOLISM,nucleus,15
3153,G235802,Non-Essential,?,Histone deacetylase complexes,Nucleic acid metabolism defects,?,15,TRANSCRIPTION,nucleus,15
3154,G235802,Non-Essential,?,Histone deacetylase complexes,Sensitivity to aminoacid analogs and other drugs,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3155,G235802,Non-Essential,?,Histone deacetylase complexes,Sensitivity to aminoacid analogs and other drugs,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3156,G235802,Non-Essential,?,Histone deacetylase complexes,Sensitivity to aminoacid analogs and other drugs,?,15,METABOLISM,nucleus,15
3157,G235802,Non-Essential,?,Histone deacetylase complexes,Sensitivity to aminoacid analogs and other drugs,?,15,TRANSCRIPTION,nucleus,15
3158,G235802,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3159,G235802,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3160,G235802,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,?,15,METABOLISM,nucleus,15
3161,G235802,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,?,15,TRANSCRIPTION,nucleus,15
3162,G235802,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3163,G235802,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3164,G235802,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,?,15,METABOLISM,nucleus,15
3165,G235802,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,?,15,TRANSCRIPTION,nucleus,15
3166,G235802,Non-Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3167,G235802,Non-Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3168,G235802,Non-Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,15,METABOLISM,nucleus,15
3169,G235802,Non-Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,15,TRANSCRIPTION,nucleus,15
3170,G235802,Non-Essential,?,Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3171,G235802,Non-Essential,?,Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3172,G235802,Non-Essential,?,Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,?,15,METABOLISM,nucleus,15
3173,G235802,Non-Essential,?,Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,?,15,TRANSCRIPTION,nucleus,15
3174,G235803,Non-Essential,?,Replication complexes,Cell cycle defects,PS00176,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3175,G235803,Non-Essential,?,Replication complexes,Cell cycle defects,PS00176,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3176,G235803,Non-Essential,?,Replication complexes,Cell cycle defects,PS00176,15,TRANSCRIPTION,nucleus,15
3177,G235803,Non-Essential,?,Replication complexes,Nucleic acid metabolism defects,PS00176,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3178,G235803,Non-Essential,?,Replication complexes,Nucleic acid metabolism defects,PS00176,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3179,G235803,Non-Essential,?,Replication complexes,Nucleic acid metabolism defects,PS00176,15,TRANSCRIPTION,nucleus,15
3180,G235809,Essential,?,?,Cell cycle defects,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,15
3181,G235809,Essential,?,?,Cell cycle defects,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,15
3182,G235810,Non-Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3183,G235810,Non-Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3184,G235815,Essential,?,RNA processing complexes,?,PS00030,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3185,G235815,Essential,?,RNA processing complexes,?,PS00030,15,TRANSCRIPTION,nucleus,15
3186,G235816,Essential,?,Translation complexes,?,PS00050,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,15
3187,G235816,Essential,?,Translation complexes,?,PS00050,15,PROTEIN SYNTHESIS,cytoplasm,15
3188,G235817,Essential,?,Translation complexes,Mating and sporulation defects,PS00152,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,15
3189,G235817,Essential,?,Translation complexes,Mating and sporulation defects,PS00152,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,15
3190,G235817,Essential,?,Translation complexes,Mating and sporulation defects,PS00152,15,PROTEIN SYNTHESIS,cytoplasm,15
3191,G235817,Essential,?,Translation complexes,Mating and sporulation defects,PS00813,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,15
3192,G235817,Essential,?,Translation complexes,Mating and sporulation defects,PS00813,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,15
3193,G235817,Essential,?,Translation complexes,Mating and sporulation defects,PS00813,15,PROTEIN SYNTHESIS,cytoplasm,15
3194,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,PS00017,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3195,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,PS00017,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,15
3196,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,PS00017,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3197,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,PS00333,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3198,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,PS00333,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,15
3199,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,PS00333,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3200,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,PS00697,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3201,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,PS00697,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,15
3202,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,PS00697,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3203,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,PS00017,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3204,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,PS00017,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,15
3205,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,PS00017,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3206,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,PS00333,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3207,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,PS00333,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,15
3208,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,PS00333,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3209,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,PS00697,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,15
3210,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,PS00697,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,15
3211,G235819,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,PS00697,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3212,G235820,Non-Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,PS00914,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,15
3213,G235820,Non-Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,PS00914,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,vacuole,15
3214,G235820,Non-Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,PS00914,15,PROTEIN DESTINATION,vacuole,15
3215,G235820,Non-Essential,?,Intracellular transport complexes,Conditional phenotypes,PS00914,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,15
3216,G235820,Non-Essential,?,Intracellular transport complexes,Conditional phenotypes,PS00914,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,vacuole,15
3217,G235820,Non-Essential,?,Intracellular transport complexes,Conditional phenotypes,PS00914,15,PROTEIN DESTINATION,vacuole,15
3218,G235820,Non-Essential,?,Intracellular transport complexes,Mating and sporulation defects,PS00914,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,15
3219,G235820,Non-Essential,?,Intracellular transport complexes,Mating and sporulation defects,PS00914,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,vacuole,15
3220,G235820,Non-Essential,?,Intracellular transport complexes,Mating and sporulation defects,PS00914,15,PROTEIN DESTINATION,vacuole,15
3221,G235821,Non-Essential,?,Mitochondrial translocase complex,?,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,15
3222,G235821,Non-Essential,?,Mitochondrial translocase complex,?,?,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,mitochondria,15
3223,G235821,Non-Essential,?,Mitochondrial translocase complex,?,?,15,PROTEIN DESTINATION,mitochondria,15
3224,G235821,Non-Essential,?,Mitochondrial translocase complex,?,?,15,TRANSPORT FACILITATION,mitochondria,15
3225,G235826,Non-Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,PS00343,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,15
3226,G235826,Non-Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,PS00343,15,PROTEIN DESTINATION,cytoplasm,15
3227,G235827,Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",ER,15
3228,G235827,Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),ER,15
3229,G235827,Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,?,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,ER,15
3230,G235827,Essential,?,Intracellular transport complexes,Mating and sporulation defects,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",ER,15
3231,G235827,Essential,?,Intracellular transport complexes,Mating and sporulation defects,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),ER,15
3232,G235827,Essential,?,Intracellular transport complexes,Mating and sporulation defects,?,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,ER,15
3233,G235828,Non-Essential,?,Translocon,?,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),ER,15
3234,G235828,Non-Essential,?,Translocon,?,?,15,METABOLISM,ER,15
3235,G235828,Non-Essential,?,Translocon,?,?,15,PROTEIN DESTINATION,ER,15
3236,G235830,Non-Essential,?,Nuclear pore complex (NPC),Cell cycle defects,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3237,G235830,Non-Essential,?,Nuclear pore complex (NPC),Cell cycle defects,?,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,15
3238,G235830,Non-Essential,?,Nuclear pore complex (NPC),Cell morphology and organelle mutants,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3239,G235830,Non-Essential,?,Nuclear pore complex (NPC),Cell morphology and organelle mutants,?,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,15
3240,G235830,Non-Essential,?,Nuclear pore complex (NPC),Conditional phenotypes,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3241,G235830,Non-Essential,?,Nuclear pore complex (NPC),Conditional phenotypes,?,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,15
3242,G235832,Non-Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,15
3243,G235832,Non-Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,?,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,vacuole,15
3244,G235832,Non-Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,?,15,PROTEIN DESTINATION,vacuole,15
3245,G235832,Non-Essential,?,Intracellular transport complexes,Conditional phenotypes,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,15
3246,G235832,Non-Essential,?,Intracellular transport complexes,Conditional phenotypes,?,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,vacuole,15
3247,G235832,Non-Essential,?,Intracellular transport complexes,Conditional phenotypes,?,15,PROTEIN DESTINATION,vacuole,15
3248,G235833,Essential,?,Transcription complexes/Transcriptosome,?,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3249,G235833,Essential,?,Transcription complexes/Transcriptosome,?,?,15,METABOLISM,nucleus,15
3250,G235833,Essential,?,Transcription complexes/Transcriptosome,?,?,15,TRANSCRIPTION,nucleus,15
3251,G235834,?,?,Intracellular transport complexes,?,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),golgi,15
3252,G235834,?,?,Intracellular transport complexes,?,?,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,golgi,15
3253,G235835,Essential,?,Cytoskeleton,Cell morphology and organelle mutants,PS00414,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,15
3254,G235835,Essential,?,Cytoskeleton,Cell morphology and organelle mutants,PS00414,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,15
3255,G235835,Essential,?,Cytoskeleton,Conditional phenotypes,PS00414,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,15
3256,G235835,Essential,?,Cytoskeleton,Conditional phenotypes,PS00414,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,15
3257,G235838,Non-Essential,?,Succinyl-CoA ligase,?,PS00399,15,ENERGY,mitochondria,15
3258,G235838,Non-Essential,?,Succinyl-CoA ligase,?,PS00399,15,METABOLISM,mitochondria,15
3259,G235838,Non-Essential,?,Succinyl-CoA ligase,?,PS01216,15,ENERGY,mitochondria,15
3260,G235838,Non-Essential,?,Succinyl-CoA ligase,?,PS01216,15,METABOLISM,mitochondria,15
3261,G235842,Essential,?,RNA processing complexes,?,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3262,G235842,Essential,?,RNA processing complexes,?,?,15,TRANSCRIPTION,nucleus,15
3263,G235843,?,?,Translation complexes,?,PS00961,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,15
3264,G235843,?,?,Translation complexes,?,PS00961,15,PROTEIN SYNTHESIS,cytoplasm,15
3265,G235844,Non-Essential,?,Cytoskeleton,Cell cycle defects,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,15
3266,G235844,Non-Essential,?,Cytoskeleton,Cell cycle defects,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,15
3267,G235844,Non-Essential,?,Cytoskeleton,Cell cycle defects,?,15,PROTEIN DESTINATION,cytoskeleton,15
3268,G235844,Non-Essential,?,Cytoskeleton,Cell morphology and organelle mutants,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,15
3269,G235844,Non-Essential,?,Cytoskeleton,Cell morphology and organelle mutants,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,15
3270,G235844,Non-Essential,?,Cytoskeleton,Cell morphology and organelle mutants,?,15,PROTEIN DESTINATION,cytoskeleton,15
3271,G235844,Non-Essential,?,Cytoskeleton,Conditional phenotypes,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,15
3272,G235844,Non-Essential,?,Cytoskeleton,Conditional phenotypes,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,15
3273,G235844,Non-Essential,?,Cytoskeleton,Conditional phenotypes,?,15,PROTEIN DESTINATION,cytoskeleton,15
3274,G235844,Non-Essential,?,Cytoskeleton,Sensitivity to aminoacid analogs and other drugs,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,15
3275,G235844,Non-Essential,?,Cytoskeleton,Sensitivity to aminoacid analogs and other drugs,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,15
3276,G235844,Non-Essential,?,Cytoskeleton,Sensitivity to aminoacid analogs and other drugs,?,15,PROTEIN DESTINATION,cytoskeleton,15
3277,G235846,Essential,?,Transcription complexes/Transcriptosome,?,?,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3278,G235846,Essential,?,Transcription complexes/Transcriptosome,?,?,15,TRANSCRIPTION,nucleus,15
3279,G235853,Essential,?,RNA processing complexes,?,PS00017,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3280,G235853,Essential,?,RNA processing complexes,?,PS00017,15,TRANSCRIPTION,nucleus,15
3281,G235853,Essential,?,RNA processing complexes,?,PS00430,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,15
3282,G235853,Essential,?,RNA processing complexes,?,PS00430,15,TRANSCRIPTION,nucleus,15
3283,G235854,Essential,?,?,Cell cycle defects,PS00018,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,15
3284,G235854,Essential,?,?,Cell cycle defects,PS00018,15,CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle),cytoskeleton,15
3285,G235854,Essential,?,?,Cell cycle defects,PS00018,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,15
3286,G235854,Essential,?,?,Cell morphology and organelle mutants,PS00018,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,15
3287,G235854,Essential,?,?,Cell morphology and organelle mutants,PS00018,15,CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle),cytoskeleton,15
3288,G235854,Essential,?,?,Cell morphology and organelle mutants,PS00018,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,15
3289,G235856,Non-Essential,?,Cytoskeleton,Cell morphology and organelle mutants,?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,15
